ver_id,id,type
319059,213,artist
319060,93557,artist
319060,213,artist
392285,11901,artist
409722,11901,artist
409722,66181,artist
392133,11901,artist
392133,66181,artist
556875,11901,artist
556875,66181,artist
108325,16468,artist
108325,11998,artist
108325,12898,artist
161472,33586,artist
245187,6323,artist
247242,379,artist
439413,103905,artist
371691,103905,artist
253548,26475,artist
233791,4572,artist
233791,26475,artist
30501,4572,artist
25872,71,artist
25872,50008,artist
435252,50008,artist
307556,12484,artist
293439,12484,artist
302924,12484,artist
322937,12484,artist
21796,11902,artist
33778,11902,artist
95110,11902,artist
42590,11902,artist
52301,11902,artist
496575,76835,artist
496575,73207,artist
496575,20052,artist
93444,6331,artist
93444,34490,artist
31870,14914,artist
231470,14914,artist
461272,35654,artist
460061,35654,artist
461274,35654,artist
532854,35654,artist
521643,35654,artist
50302,2652,artist
50302,12422,artist
30922,71,artist
288876,3,artist
32588,1030,artist
32588,14885,artist
31430,1030,artist
31430,14885,artist
348000,85261,artist
25581,855,artist
25532,855,artist
65677,855,artist
31609,9731,artist
28173,13577,artist
28173,15063,artist
428426,66148,artist
428428,66148,artist
456090,66148,artist
352081,50254,artist
377087,50254,artist
486451,97763,artist
441413,97763,artist
367769,97763,artist
338688,97763,artist
374524,97763,artist
373802,11883,artist
338984,11883,artist
317025,11883,artist
502336,127158,artist
420424,107323,artist
474575,107323,artist
496000,107323,artist
460288,107323,artist
26880,11478,artist
26880,11883,artist
26881,11478,artist
26881,11883,artist
188848,52206,artist
188848,52118,artist
129143,50825,artist
341036,3439,artist
341036,2652,artist
341036,23441,artist
341036,20661,artist
341036,41903,artist
74783,12261,artist
74783,12253,artist
74783,12259,artist
40427,12261,artist
40427,12253,artist
40427,12259,artist
295014,94553,artist
31282,11797,artist
250463,77780,artist
265774,32783,artist
265774,13431,artist
492140,32783,artist
492140,13431,artist
368347,109189,artist
518820,129066,artist
518820,128853,artist
246940,28024,artist
25029,4746,artist
87164,4746,artist
78361,4746,artist
39842,4746,artist
540879,3525,artist
24099,4746,artist
327448,95296,artist
327448,95298,artist
327448,95297,artist
463096,74467,artist
34311,11883,artist
61388,11883,artist
421360,107323,artist
434018,28024,artist
434018,100769,artist
39825,12080,artist
64701,15754,artist
64701,11804,artist
34312,15754,artist
34312,11804,artist
34104,15754,artist
597060,80515,artist
597060,63617,artist
470735,80515,artist
470735,63617,artist
487577,80515,artist
487577,63617,artist
162030,9393,artist
26882,22495,artist
422322,22495,artist
24241,280,artist
72721,280,artist
32194,280,artist
32242,280,artist
482075,67071,artist
498188,122358,artist
534260,122358,artist
471340,122358,artist
327154,11857,artist
327154,2652,artist
76109,26863,artist
76109,52100,artist
493121,95939,artist
493121,121182,artist
532764,95939,artist
532764,121182,artist
466720,113914,artist
570421,113914,artist
474731,106911,artist
107265,1030,artist
411942,40597,artist
411942,56551,artist
91685,13639,artist
360450,22936,artist
41239,11854,artist
159469,2954,artist
471698,2652,artist
471698,71,artist
431264,2652,artist
431264,71,artist
26728,28450,artist
23736,28450,artist
316211,28450,artist
25571,12024,artist
496577,12024,artist
364078,12024,artist
25570,12024,artist
551753,124194,artist
551726,12130,artist
551726,74019,artist
581130,12130,artist
581130,74019,artist
170219,13526,artist
43487,3,artist
451143,3,artist
576092,86181,artist
524282,86181,artist
570353,86181,artist
247590,70369,artist
258478,70369,artist
244967,70369,artist
218253,70369,artist
244966,70369,artist
339684,52070,artist
365744,52070,artist
497248,87735,artist
497248,74499,artist
497248,118195,artist
458319,87735,artist
458319,74499,artist
458319,118195,artist
483319,87735,artist
483319,74499,artist
483319,118195,artist
74372,2652,artist
74372,71,artist
107989,13649,artist
215888,12484,artist
215888,28191,artist
141208,16107,artist
493030,11507,artist
30158,12484,artist
535636,99612,artist
591819,99612,artist
505501,99612,artist
108195,11902,artist
428275,27507,artist
496509,96152,artist
462478,119835,artist
173173,12011,artist
35195,12011,artist
70430,33369,artist
70430,16909,artist
111883,11507,artist
322688,12692,artist
486890,11825,artist
443099,11825,artist
537215,11825,artist
265105,44540,artist
356962,72369,artist
413904,109731,artist
436192,109731,artist
440237,109731,artist
392598,109731,artist
170464,12484,artist
132343,12484,artist
476859,123923,artist
586069,123923,artist
36285,3572,artist
85655,29870,artist
85655,28541,artist
85655,10726,artist
28362,12248,artist
28362,12249,artist
28362,12251,artist
338590,75169,artist
338590,76061,artist
113931,11901,artist
178360,28191,artist
444342,102097,artist
444342,102098,artist
458345,123537,artist
43084,11857,artist
43084,11856,artist
42957,2370,artist
42957,11857,artist
42957,71,artist
22595,2633,artist
179944,38006,artist
298355,40295,artist
298355,59144,artist
300445,40295,artist
300445,59144,artist
366945,40295,artist
366945,59144,artist
366945,74048,artist
400507,110254,artist
552194,110254,artist
442521,110254,artist
41286,34577,artist
76863,16417,artist
35997,71,artist
353531,11883,artist
283902,11883,artist
586574,142246,artist
212900,11883,artist
453691,11883,artist
591039,1030,artist
28844,1030,artist
392575,1030,artist
31345,1030,artist
231747,12383,artist
390515,12383,artist
245752,12383,artist
286054,12383,artist
214153,61129,artist
336798,12017,artist
239462,3439,artist
239462,2652,artist
239462,11856,artist
40186,12158,artist
491903,107085,artist
161977,2370,artist
161977,71,artist
161977,36639,artist
138783,12875,artist
293286,34084,artist
129386,6337,artist
74737,11795,artist
368745,103388,artist
400014,39902,artist
435561,39902,artist
419775,39902,artist
382128,113079,artist
382128,113078,artist
213843,1279,artist
82197,48337,artist
166793,12692,artist
166793,29387,artist
182283,12692,artist
182283,29387,artist
232095,42166,artist
84953,45073,artist
567942,45073,artist
585944,81788,artist
585944,80068,artist
585944,38179,artist
85230,3,artist
85234,3,artist
85231,3,artist
85235,3,artist
85233,3,artist
40640,35591,artist
392989,12512,artist
392989,11902,artist
249143,12512,artist
249143,11902,artist
149681,14927,artist
175322,14927,artist
244560,76242,artist
75435,43476,artist
443646,61842,artist
460811,61842,artist
439051,61842,artist
468565,86004,artist
402014,98751,artist
471535,98751,artist
411388,98751,artist
560358,130584,artist
528793,130584,artist
560105,130584,artist
554985,130584,artist
560718,130584,artist
560726,130584,artist
560083,130584,artist
560562,130584,artist
560724,130584,artist
560722,130584,artist
557171,130584,artist
582821,130584,artist
512137,87305,artist
466340,87305,artist
465555,87305,artist
465528,87305,artist
442574,17547,artist
231257,17547,artist
228466,17547,artist
360885,105004,artist
41053,1008,artist
26459,1030,artist
315944,1030,artist
107062,1030,artist
408964,70533,artist
299274,70533,artist
480028,70533,artist
26814,3508,artist
26814,27938,artist
372748,82347,artist
288620,82347,artist
344837,82347,artist
114618,13947,artist
114618,12030,artist
114618,12031,artist
114618,12032,artist
301722,94861,artist
301722,89228,artist
209949,45124,artist
183029,45124,artist
551349,134082,artist
551348,134082,artist
594852,134082,artist
170538,60452,artist
168290,60452,artist
31909,71,artist
31909,11872,artist
31909,140,artist
274290,35161,artist
40089,3585,artist
270845,81682,artist
294001,81682,artist
20674,74,artist
520371,74,artist
25977,74,artist
461581,40620,artist
33970,12118,artist
98941,12118,artist
308193,12118,artist
308193,172,artist
38396,12118,artist
23999,12118,artist
29797,14153,artist
30945,71,artist
30945,140,artist
183370,44242,artist
69887,35026,artist
82352,44242,artist
66175,44242,artist
240975,11857,artist
24019,12697,artist
25442,12697,artist
102075,12697,artist
263635,12037,artist
98262,48743,artist
98262,11507,artist
98262,11901,artist
98262,11816,artist
401870,12037,artist
450944,32071,artist
526843,32071,artist
431252,32071,artist
395869,32071,artist
540002,32071,artist
43821,140,artist
270535,28024,artist
292625,28024,artist
100244,28024,artist
163808,28024,artist
163807,28024,artist
253287,9731,artist
74889,3,artist
43812,3,artist
458741,11901,artist
30083,11901,artist
458740,11901,artist
418138,11901,artist
41317,11901,artist
537382,11901,artist
111326,26864,artist
111326,8334,artist
111326,25695,artist
301195,45899,artist
269984,45899,artist
295924,45899,artist
86986,12237,artist
65583,12237,artist
131166,12237,artist
450246,78139,artist
450246,124026,artist
53191,59,artist
573772,78139,artist
573772,124026,artist
337247,14550,artist
337247,76415,artist
337339,14550,artist
337339,76415,artist
245443,76415,artist
259790,76415,artist
246339,76415,artist
325929,16503,artist
128739,11803,artist
440935,12016,artist
326645,12016,artist
52827,12591,artist
373075,11901,artist
261814,12591,artist
21792,6815,artist
21293,6815,artist
24631,11901,artist
187257,12193,artist
187257,64952,artist
319950,79680,artist
566963,137594,artist
595016,127459,artist
595016,120330,artist
542947,127459,artist
542947,120330,artist
588802,127459,artist
588802,120330,artist
581520,127459,artist
581520,120330,artist
577668,127459,artist
577668,120330,artist
222950,27896,artist
222950,27897,artist
222951,27896,artist
222951,27897,artist
52397,27896,artist
52397,27897,artist
52397,32289,artist
52397,14142,artist
50308,27896,artist
50308,27897,artist
50308,32289,artist
50308,14142,artist
274223,12340,artist
430508,106180,artist
522911,106180,artist
188755,12545,artist
166630,12545,artist
166630,12544,artist
22612,12545,artist
232669,34490,artist
232669,9798,artist
220110,11507,artist
24636,11872,artist
414287,110912,artist
234564,67288,artist
239414,11925,artist
239414,67288,artist
498266,12439,artist
51080,33586,artist
51080,12439,artist
503506,42166,artist
25124,319,artist
325717,319,artist
28119,9163,artist
28119,16414,artist
28119,12428,artist
28119,12440,artist
273356,82228,artist
591119,137918,artist
568865,137918,artist
451418,9019,artist
297835,11886,artist
403256,11381,artist
246749,76688,artist
302316,36093,artist
240370,76688,artist
481016,91020,artist
452593,36093,artist
462429,36093,artist
40452,1121,artist
427874,74045,artist
369673,1121,artist
330658,74045,artist
496387,118214,artist
496387,115391,artist
363957,9731,artist
487027,38179,artist
554972,38179,artist
532277,38179,artist
283754,70571,artist
283754,70568,artist
421301,73637,artist
227881,31072,artist
457822,31072,artist
27245,8056,artist
27245,31837,artist
27245,28449,artist
100546,8056,artist
100546,31837,artist
100546,28449,artist
299005,12130,artist
111865,11133,artist
343854,98684,artist
337521,12475,artist
337521,12474,artist
157673,14540,artist
239566,3439,artist
239566,2652,artist
71991,13312,artist
43811,12107,artist
75112,12107,artist
62111,12538,artist
62111,4677,artist
279340,42145,artist
279340,8360,artist
193828,63748,artist
89651,12322,artist
211651,70717,artist
27106,12676,artist
498410,131542,artist
322414,81815,artist
28731,4959,artist
29136,4959,artist
21363,11802,artist
309651,67723,artist
309651,94018,artist
560897,9393,artist
23718,9393,artist
169060,9393,artist
340296,9393,artist
31317,12060,artist
31260,12060,artist
348569,72037,artist
323367,72037,artist
24901,27997,artist
44420,27997,artist
44420,12834,artist
286428,4959,artist
103370,27885,artist
41043,12261,artist
41043,71,artist
41043,667,artist
41043,12252,artist
83804,71,artist
365060,94276,artist
358662,94276,artist
322666,94276,artist
365062,94276,artist
365061,94276,artist
30739,12261,artist
30739,18858,artist
30739,27337,artist
30739,2652,artist
26783,36638,artist
229259,11901,artist
229259,66181,artist
227236,11901,artist
227236,66181,artist
261286,74966,artist
274672,82671,artist
243128,65633,artist
317453,42856,artist
359643,92066,artist
359643,71432,artist
419555,92066,artist
78517,2946,artist
167272,2946,artist
106564,2032,artist
24688,6815,artist
24688,27336,artist
42961,71,artist
356683,43166,artist
393878,43166,artist
26149,71,artist
46628,28273,artist
279599,12171,artist
279599,280,artist
232731,35026,artist
37386,35026,artist
88796,35026,artist
216788,11968,artist
216788,11902,artist
216788,12836,artist
424348,4,artist
221654,32143,artist
165203,6048,artist
207830,32143,artist
175364,6048,artist
335855,74897,artist
335855,74895,artist
347657,74897,artist
347657,74895,artist
255778,74897,artist
255778,74895,artist
238709,74897,artist
238709,74895,artist
557934,22922,artist
510162,22922,artist
461666,75105,artist
350615,75105,artist
408198,75105,artist
571405,75105,artist
585359,75105,artist
587127,3,artist
594182,3,artist
500035,3,artist
247575,39437,artist
28443,15855,artist
364424,15855,artist
274450,11825,artist
221780,11825,artist
528553,109676,artist
520187,109676,artist
359750,28686,artist
276879,28686,artist
269332,28686,artist
247019,69892,artist
190880,14927,artist
316547,6323,artist
311426,6323,artist
264082,43187,artist
264082,64264,artist
505314,107058,artist
420889,77580,artist
453211,77580,artist
28857,1030,artist
28857,20472,artist
23998,23998,artist
80501,12024,artist
21441,12024,artist
180447,12024,artist
329401,6337,artist
372397,64844,artist
584764,64844,artist
587717,64844,artist
583731,64844,artist
597418,64844,artist
595366,64844,artist
588321,64844,artist
458170,126974,artist
343698,99353,artist
26210,1624,artist
26210,13695,artist
42584,3034,artist
42584,17825,artist
399934,10384,artist
399934,9393,artist
91593,3034,artist
91593,17825,artist
108407,11825,artist
99194,11825,artist
71735,11825,artist
129458,11825,artist
131598,11902,artist
131598,12836,artist
314480,11847,artist
365254,11847,artist
307839,11847,artist
296972,11847,artist
28112,13285,artist
170964,59376,artist
276780,70711,artist
240014,70711,artist
246369,70711,artist
300823,56104,artist
300823,86392,artist
410525,69037,artist
316040,406,artist
352941,45899,artist
338809,45899,artist
161052,14344,artist
161052,14593,artist
369498,82018,artist
458831,71079,artist
591086,116989,artist
591086,71079,artist
297878,86377,artist
297878,86378,artist
297878,86375,artist
297878,86376,artist
288753,86377,artist
288753,86378,artist
288753,86375,artist
288753,86376,artist
329095,97923,artist
419839,40597,artist
419839,123525,artist
419839,89490,artist
232338,20351,artist
268127,20351,artist
260306,12107,artist
464735,3718,artist
464735,40566,artist
475298,3718,artist
475298,40566,artist
339765,36093,artist
141970,33088,artist
141970,12674,artist
25858,33088,artist
25858,12674,artist
244403,70533,artist
244403,76229,artist
244403,42166,artist
24463,20076,artist
24463,12252,artist
24463,13649,artist
24055,29499,artist
24055,19885,artist
24055,19796,artist
266683,67288,artist
346957,77111,artist
300570,77111,artist
562286,77111,artist
21288,11821,artist
299884,77705,artist
24025,6815,artist
23787,6815,artist
371509,6815,artist
137894,6815,artist
95281,6815,artist
247363,6815,artist
156651,6815,artist
21749,6815,artist
291452,6815,artist
25737,6815,artist
161381,6815,artist
21282,6815,artist
299288,6815,artist
35869,6815,artist
30422,6815,artist
51382,6815,artist
71508,6815,artist
75689,6815,artist
25398,6815,artist
29547,16167,artist
29547,13839,artist
249362,11284,artist
344303,77466,artist
344303,11284,artist
207531,57201,artist
197683,57201,artist
34034,11825,artist
74681,11825,artist
28916,11849,artist
76869,11849,artist
76910,11849,artist
548127,11825,artist
466434,11825,artist
23841,25199,artist
23841,7887,artist
23841,21375,artist
23841,13531,artist
37592,41399,artist
37592,8914,artist
37592,37702,artist
246207,41399,artist
246207,8914,artist
246207,37702,artist
264860,66148,artist
264859,66148,artist
449930,66148,artist
31608,11857,artist
31608,2652,artist
31608,71,artist
31608,140,artist
31246,12567,artist
372140,73376,artist
191737,11856,artist
563695,80022,artist
563695,14057,artist
571735,378,artist
571735,150,artist
548359,80022,artist
548359,14057,artist
579799,80022,artist
579799,378,artist
579799,150,artist
579799,14057,artist
563721,80022,artist
563721,14057,artist
563694,80022,artist
563694,14057,artist
29030,679,artist
107465,39214,artist
509367,82021,artist
349469,11854,artist
35189,1892,artist
35189,28202,artist
35189,28201,artist
35189,28200,artist
588161,72732,artist
588161,51039,artist
451773,51039,artist
37079,11884,artist
89327,11884,artist
25530,11884,artist
173071,11884,artist
26838,11884,artist
29493,71,artist
29493,140,artist
228902,36093,artist
228901,36093,artist
503767,99728,artist
503767,99729,artist
503767,108842,artist
503766,99728,artist
503766,108842,artist
467365,89147,artist
560855,89147,artist
39878,71,artist
414336,87950,artist
344109,87950,artist
450974,87950,artist
428324,87950,artist
582805,12123,artist
467665,12123,artist
219466,11825,artist
212818,11825,artist
488937,112088,artist
508990,112088,artist
555773,112088,artist
299991,79496,artist
25509,28501,artist
25509,12061,artist
25034,28501,artist
25034,12061,artist
508606,17937,artist
396261,17937,artist
396260,17937,artist
337739,99540,artist
114809,11883,artist
174029,11883,artist
414454,12123,artist
392482,12123,artist
414455,12123,artist
449929,12123,artist
514044,12123,artist
447430,101459,artist
48703,11868,artist
24647,11882,artist
414763,49382,artist
414763,106157,artist
432402,84533,artist
39516,39381,artist
356623,43873,artist
277821,43873,artist
107681,3897,artist
286672,43873,artist
356610,3897,artist
356609,3897,artist
189984,3897,artist
367415,3897,artist
327609,1783,artist
327609,3897,artist
327609,43873,artist
36887,12643,artist
238823,12643,artist
21114,11883,artist
169476,11883,artist
112418,12643,artist
264036,11825,artist
264036,11883,artist
37093,11883,artist
110939,36686,artist
152527,36686,artist
309985,36686,artist
309985,58803,artist
309985,54207,artist
80131,11798,artist
172578,62292,artist
172578,62290,artist
388399,11825,artist
34590,11825,artist
520381,40597,artist
596107,40597,artist
217814,69036,artist
264385,61842,artist
264385,69036,artist
217713,69036,artist
28463,15063,artist
28463,13649,artist
42236,3439,artist
21361,11802,artist
451250,119085,artist
512521,120114,artist
512521,97763,artist
467920,120114,artist
467920,97763,artist
467919,120114,artist
467919,97763,artist
550181,120114,artist
550181,97763,artist
589395,120114,artist
589395,97763,artist
347268,88432,artist
334120,88432,artist
64174,28004,artist
100799,28004,artist
391879,7387,artist
550638,7387,artist
370374,7387,artist
431568,7387,artist
521393,69792,artist
520481,69792,artist
603355,69792,artist
587454,135608,artist
555175,135608,artist
602825,135608,artist
349357,11847,artist
183696,11847,artist
356628,43873,artist
200323,11847,artist
277819,43873,artist
286676,43873,artist
26036,11847,artist
74718,11847,artist
287086,43873,artist
21149,396,artist
391162,396,artist
520703,72369,artist
226556,72149,artist
367994,71164,artist
378163,103970,artist
371458,103970,artist
451093,103970,artist
201964,41274,artist
201964,20757,artist
579077,119592,artist
464976,119592,artist
504899,119592,artist
482139,119592,artist
495249,119592,artist
25317,13288,artist
376576,13288,artist
28056,13589,artist
112736,50513,artist
29096,7916,artist
29096,2652,artist
493012,120933,artist
493012,60452,artist
493012,118421,artist
176128,14650,artist
176128,62973,artist
227961,684,artist
27276,28072,artist
595581,117509,artist
539164,117509,artist
549793,117509,artist
483391,117509,artist
574314,92279,artist
134354,51797,artist
262466,12484,artist
337735,74048,artist
318949,12484,artist
584041,74048,artist
584041,9393,artist
40437,3439,artist
40437,16107,artist
24271,2092,artist
367210,100254,artist
366984,100254,artist
392952,100254,artist
363280,100254,artist
402598,100254,artist
400779,100254,artist
24023,71,artist
24023,140,artist
407748,102692,artist
442578,66013,artist
442578,11846,artist
238279,66013,artist
238279,11846,artist
284918,66013,artist
284918,11846,artist
245530,66013,artist
245530,11846,artist
308302,66013,artist
308302,11846,artist
601414,11846,artist
286267,66013,artist
286267,11846,artist
43086,71,artist
43086,140,artist
285928,58645,artist
285928,59181,artist
392962,58645,artist
392962,59181,artist
370868,58645,artist
370868,59181,artist
24263,2092,artist
225962,2092,artist
118944,2092,artist
81073,11825,artist
79556,11825,artist
81072,11825,artist
357245,90925,artist
25112,9731,artist
398278,93734,artist
398278,74795,artist
27060,12123,artist
29263,12123,artist
29263,53324,artist
280212,84235,artist
41199,406,artist
41199,27886,artist
25902,11883,artist
24576,11883,artist
208885,6409,artist
265828,6409,artist
570146,138154,artist
360451,28024,artist
409472,40620,artist
98732,20663,artist
220619,69924,artist
465842,4959,artist
465843,4959,artist
465845,4959,artist
465844,4959,artist
272580,85192,artist
384997,74125,artist
392297,11863,artist
357226,28024,artist
275182,616,artist
289438,616,artist
580781,616,artist
300017,616,artist
402982,616,artist
22425,13265,artist
433210,14344,artist
480678,14344,artist
430226,75436,artist
118711,38292,artist
118711,40703,artist
278191,4959,artist
233708,4959,artist
352879,4959,artist
264536,4959,artist
352878,4959,artist
219606,4959,artist
219617,4959,artist
264535,4959,artist
235123,4959,artist
219618,4959,artist
232795,4959,artist
211476,6422,artist
211476,45655,artist
486258,112276,artist
486258,86237,artist
395632,112643,artist
337265,71865,artist
452947,106683,artist
67345,71,artist
504938,67459,artist
504938,122536,artist
504938,132415,artist
570227,67459,artist
570227,122536,artist
570227,132415,artist
40387,3439,artist
33999,3,artist
150165,3025,artist
436156,94861,artist
464819,94861,artist
424722,94861,artist
391045,94861,artist
472539,94861,artist
122243,56076,artist
493659,2617,artist
403651,89228,artist
403651,107535,artist
83592,11857,artist
264615,6815,artist
430223,75436,artist
215677,69732,artist
80811,11883,artist
29787,11883,artist
171728,12369,artist
171728,16397,artist
171728,12442,artist
171728,12370,artist
171728,12430,artist
171728,20513,artist
171728,16403,artist
171728,12441,artist
171728,14792,artist
171728,16439,artist
171728,739,artist
171728,12495,artist
171728,28901,artist
518531,567,artist
516835,5667,artist
26765,5667,artist
31693,5667,artist
229639,5667,artist
84573,5667,artist
169385,5667,artist
29178,5667,artist
98627,5667,artist
173766,5667,artist
40433,5667,artist
443491,92063,artist
503619,92063,artist
503619,131289,artist
555566,92063,artist
569781,83488,artist
270444,61091,artist
270444,13962,artist
273686,61091,artist
273686,13962,artist
279349,61091,artist
301124,13318,artist
274420,13318,artist
214035,73261,artist
250538,73261,artist
161201,56057,artist
412274,36093,artist
187361,24841,artist
369946,103586,artist
290572,86751,artist
91407,46812,artist
91407,46813,artist
287427,86751,artist
263433,3030,artist
338856,74019,artist
392034,74019,artist
471118,74019,artist
340451,74019,artist
601722,74019,artist
377195,74019,artist
35153,7,artist
369226,7,artist
505210,96302,artist
590316,141500,artist
296109,74305,artist
296109,12011,artist
280149,19692,artist
292916,19692,artist
26491,1586,artist
386126,34863,artist
124381,34863,artist
264751,66252,artist
262798,66252,artist
278358,66252,artist
279451,66252,artist
595586,106728,artist
42960,71,artist
42960,140,artist
461275,35654,artist
460062,35654,artist
461276,35654,artist
532855,35654,artist
521644,35654,artist
172952,12369,artist
172952,12370,artist
172952,12441,artist
172952,28901,artist
508590,119259,artist
508590,99966,artist
447878,99966,artist
447878,120030,artist
153404,82757,artist
153404,81197,artist
280467,84288,artist
27088,11883,artist
495581,91355,artist
181518,17414,artist
232345,1974,artist
168298,48242,artist
214484,62596,artist
231553,62596,artist
26551,3025,artist
25018,3025,artist
491049,98928,artist
214827,24858,artist
214827,51300,artist
214827,12495,artist
377075,24858,artist
377075,51300,artist
377075,12495,artist
24789,19996,artist
24789,945,artist
24151,32239,artist
24151,32240,artist
24151,32238,artist
204598,38917,artist
51275,22517,artist
256401,22517,artist
25405,12109,artist
83212,12109,artist
524300,7387,artist
414437,81719,artist
464700,81719,artist
505271,127063,artist
37900,11251,artist
83632,12963,artist
532322,109142,artist
579542,109142,artist
439682,109142,artist
507556,109142,artist
549314,109142,artist
67304,12369,artist
67304,14937,artist
67304,16295,artist
67304,20513,artist
67304,9237,artist
67304,16398,artist
223836,12369,artist
223836,14937,artist
223836,16295,artist
223836,20513,artist
223836,9237,artist
223836,16398,artist
567032,28024,artist
567032,12340,artist
595017,127459,artist
542948,127459,artist
588801,127459,artist
581521,127459,artist
577670,127459,artist
24268,2092,artist
333115,61905,artist
92530,6815,artist
92530,27336,artist
92531,6815,artist
92531,27336,artist
337821,103163,artist
331320,96180,artist
30871,35038,artist
30871,1893,artist
430522,12123,artist
432081,12123,artist
490990,40620,artist
489224,40620,artist
485942,40620,artist
132038,12692,artist
132038,11938,artist
132038,11961,artist
229147,11462,artist
25470,27983,artist
25470,27986,artist
25470,27990,artist
42310,12041,artist
43875,12041,artist
308707,74915,artist
536498,74915,artist
371290,11901,artist
33063,3262,artist
25036,3025,artist
159427,3025,artist
246769,3025,artist
31326,3025,artist
101542,3025,artist
22526,3025,artist
102198,3025,artist
229532,72809,artist
501659,136070,artist
245249,11507,artist
245250,11507,artist
39437,20432,artist
39437,4031,artist
39437,2478,artist
29453,1030,artist
185823,233,artist
49495,4824,artist
26292,4824,artist
365251,12886,artist
483297,12886,artist
504078,12886,artist
439680,114780,artist
407038,109537,artist
149526,89254,artist
158967,3414,artist
158966,3414,artist
350163,100361,artist
350163,72037,artist
237780,74689,artist
492310,74689,artist
270362,74689,artist
265830,6409,artist
208886,6409,artist
44186,10723,artist
534324,131460,artist
198724,66798,artist
198724,12080,artist
198724,26066,artist
130481,12080,artist
130481,26066,artist
516488,107085,artist
588852,107085,artist
36425,408,artist
36425,7246,artist
194392,2092,artist
24261,2092,artist
163661,16722,artist
20806,26874,artist
41513,26874,artist
90463,26874,artist
38151,26874,artist
41514,26874,artist
41515,26874,artist
245129,76341,artist
74337,3,artist
30078,72258,artist
180612,50792,artist
78526,71,artist
517931,15754,artist
147036,15754,artist
186868,15754,artist
302889,15754,artist
117870,15754,artist
453212,15754,artist
420888,77580,artist
383687,77580,artist
393941,77580,artist
289337,40620,artist
200129,40620,artist
100302,34490,artist
61837,38563,artist
337594,38563,artist
32413,1008,artist
32860,1030,artist
376922,82139,artist
221278,12123,artist
463316,51039,artist
519170,11906,artist
519170,51039,artist
496480,51039,artist
502837,73637,artist
230559,41978,artist
230559,63615,artist
324266,65397,artist
373113,65397,artist
301371,65397,artist
551873,134317,artist
229872,12587,artist
444341,103189,artist
367755,103189,artist
404521,103189,artist
433321,80916,artist
415965,80916,artist
536191,73479,artist
353437,58581,artist
435390,58581,artist
424533,58581,artist
166970,7011,artist
170746,33502,artist
231532,69791,artist
270537,69791,artist
241338,69791,artist
313805,9731,artist
41007,3439,artist
544833,80885,artist
566784,80885,artist
570369,80885,artist
111094,27597,artist
401228,78083,artist
253657,78083,artist
164106,60351,artist
164106,51766,artist
226234,59283,artist
27205,6815,artist
221120,6815,artist
355387,6815,artist
342707,6815,artist
276211,22,artist
276211,6815,artist
73885,6815,artist
84497,6815,artist
127885,6815,artist
400997,86641,artist
290152,86641,artist
357228,28060,artist
219996,6815,artist
435397,86641,artist
27206,6815,artist
30395,6815,artist
238484,2652,artist
238484,71,artist
238484,140,artist
232629,18995,artist
293702,18995,artist
417224,111407,artist
417224,111406,artist
417224,77942,artist
418656,111407,artist
418656,111406,artist
418656,77942,artist
465226,111407,artist
465226,111406,artist
465226,77942,artist
25327,29997,artist
25327,29998,artist
46008,29997,artist
46008,29998,artist
30933,71,artist
30933,11908,artist
30933,13512,artist
30933,140,artist
464988,4959,artist
417503,4959,artist
464987,4959,artist
417502,4959,artist
464986,4959,artist
251341,77809,artist
273553,77809,artist
533504,66453,artist
393762,66453,artist
263430,57468,artist
306538,57468,artist
57905,12011,artist
30022,12011,artist
33280,37203,artist
33280,37032,artist
33280,14914,artist
33280,37033,artist
303426,12062,artist
527082,12062,artist
75098,41387,artist
54675,41387,artist
160232,59594,artist
160232,59347,artist
160232,4054,artist
160232,26921,artist
160232,59346,artist
160232,59226,artist
176118,59594,artist
176118,59347,artist
176118,4054,artist
176118,26921,artist
176118,59346,artist
176118,59226,artist
176368,3718,artist
176368,40566,artist
322034,93937,artist
51612,12261,artist
51612,20076,artist
51612,667,artist
47473,27336,artist
47473,28189,artist
29055,11883,artist
28858,11883,artist
277490,6815,artist
27166,28506,artist
27166,12158,artist
27166,23656,artist
27166,6815,artist
27166,28505,artist
214901,6815,artist
187780,6815,artist
27187,6815,artist
27188,6815,artist
327479,60188,artist
247645,11322,artist
247645,2652,artist
247645,140,artist
247645,41903,artist
247645,1893,artist
28124,12401,artist
28124,13512,artist
28124,12340,artist
28426,12253,artist
28426,2652,artist
575330,14442,artist
531106,57789,artist
32933,2327,artist
32933,4959,artist
25081,2327,artist
168813,61031,artist
466819,92066,artist
509191,118009,artist
527924,118009,artist
502888,118009,artist
567844,118009,artist
457320,118009,artist
550878,118009,artist
424168,67723,artist
120938,48456,artist
120939,48456,artist
120939,50735,artist
326827,69714,artist
111102,27597,artist
111102,20470,artist
360833,43873,artist
360833,14057,artist
260990,79496,artist
213440,12007,artist
73876,12158,artist
73876,12007,artist
283636,6815,artist
27195,12158,artist
27195,12007,artist
440183,12007,artist
407684,6815,artist
73303,12158,artist
73303,12007,artist
324040,6815,artist
155117,12007,artist
27196,12158,artist
27196,12007,artist
299456,65741,artist
192178,65741,artist
256098,65741,artist
256099,65741,artist
240147,61129,artist
555047,61129,artist
138945,93820,artist
30164,12484,artist
136498,6815,artist
158095,6815,artist
201552,6815,artist
250250,6815,artist
511876,12383,artist
267865,12383,artist
569433,12383,artist
476360,12383,artist
