ver_id,id
386948,2181
295687,2183
546978,2183
581466,2194
567652,2184
466201,2184
467310,2184
250580,2184
250580,2188
264000,2184
264000,2188
282462,2187
507640,2187
314861,2184
314861,2188
521404,2184
521404,2188
291760,2184
291760,2188
325749,2193
480867,2193
584799,2195
346496,2199
355598,2200
360094,2202
375499,2203
477038,2195
595588,2675
427310,2181
450304,2180
604614,2180
541750,2180
604613,2180
505632,2183
558248,2183
545135,2184
310921,2184
484594,2184
505589,2187
562889,2200
478713,2188
494126,2188
594002,2189
478629,2191
474304,2193
549441,2194
587129,2200
438996,2199
444967,2202
526587,2202
595571,2681
456432,2203
433886,2184
565228,2187
546335,2188
532762,2195
532389,2199
588186,2203
174447,2180
306278,2184
375507,2184
246716,2184
94851,2184
212375,2184
326357,2184
163623,2184
286658,2184
253086,2184
349874,2184
164880,2184
548062,2184
236773,2187
159477,2188
279012,2188
206874,2193
165321,2199
595583,2675
541351,2180
521799,2183
513506,2184
517374,2187
520566,2188
566350,2191
550172,2193
550995,2194
543633,2195
527009,2199
563335,2200
552313,2202
558853,2203
552165,2665
516989,2181
565280,2180
565280,2184
395541,2184
501309,2184
516987,2187
441513,2188
553178,2193
515101,2195
516990,2199
512122,2202
516988,2203
408936,2181
459462,2184
459462,2188
325640,2184
325640,2188
270755,2184
270755,2188
305400,2184
305400,2188
588533,2184
588533,2188
398942,2184
398942,2188
294283,2184
294283,2188
550712,2193
385881,2194
430239,2195
575074,2199
555267,2203
548443,2180
548443,2206
64406,2181
90270,2180
20896,2183
27204,2184
23807,2184
27563,2186
27563,2204
128998,2186
128998,2204
34799,2187
28413,2187
24247,2188
25309,2188
132269,2189
33041,2193
129772,2195
335181,2199
30559,2203
166246,2203
393133,2203
374199,2181
257025,2180
291380,2203
229953,2183
597278,2183
507445,2184
415726,2184
466056,2184
522357,2184
213878,2184
261673,2184
441787,2184
222166,2187
487433,2187
110496,2188
223236,2203
221507,2193
558205,2193
267502,2194
279286,2195
566796,2195
261612,2199
516908,2199
323671,2200
333995,2202
491505,2188
459034,2675
311755,2181
333142,2180
261132,2184
560311,2184
560313,2184
292531,2187
288429,2188
310434,2188
433162,2188
377053,2191
561286,2191
289334,2193
465091,2194
319647,2195
293591,2199
297461,2200
361588,2202
280883,2203
549278,2181
508867,2180
466246,2184
468045,2187
516915,2188
468640,2193
498951,2195
466345,2203
530559,2349
524514,2665
457683,2181
298032,2184
362456,2184
376539,2184
595692,2184
568182,2187
572933,2195
560532,2202
20720,2183
165308,2183
76931,2185
69505,2191
279688,2200
301263,2203
233951,2187
90393,2194
266028,2202
154731,2203
29502,2203
212306,2203
70909,2203
164824,2203
41351,2195
129767,2195
22673,2188
64715,2188
219203,2188
64718,2188
113858,2202
24269,2188
202718,2188
90394,2180
24739,2199
27747,2193
310376,2193
213788,2193
81718,2181
27305,2187
588548,2187
189116,2184
191327,2184
21333,2184
25707,2184
297589,2184
174151,2184
482657,2181
549588,2184
403168,2184
403168,2193
465955,2187
474135,2188
558759,2191
517882,2194
573499,2195
502543,2199
546965,2200
507315,2202
479470,2203
455290,2195
479925,2181
543809,2183
450310,2184
527636,2184
522115,2184
481465,2187
468850,2188
490010,2188
537199,2193
528735,2194
499196,2195
487925,2199
527144,2200
528259,2202
519028,2203
601862,2203
601863,2203
486458,2181
426078,2180
397089,2184
469383,2184
489707,2184
428145,2184
461079,2184
463625,2187
436167,2188
560419,2188
538390,2191
433549,2193
451386,2194
424174,2195
456761,2199
461153,2200
463910,2202
417451,2203
558632,2181
368726,2183
375993,2183
344725,2184
368911,2184
394209,2187
374548,2187
354037,2188
376229,2188
434610,2191
434609,2191
351787,2193
375002,2194
387468,2195
387089,2195
368892,2199
368893,2199
386799,2200
457858,2202
383676,2202
