ver_id,name_index,name,sortindex
33326,1,Milton Bradley Hebrew edition 1999,1
77206,1,Cultural Classics edition,1
247569,1,Globe Ludo,1
150532,1,Vintage Collection  edition,1
248782,1,Milton Bradley Dutch edition 1971,1
409404,1,Hasbro Grab & Go edition,1
317545,1,Bonds et rebonds,1
259806,1,English box edition,1
177111,1,Parker Finnish edition 1996,1
36875,1,Belgium Flemish Edition,1
36875,2,Belgium Walloon Edition,1
36875,3,Brussels Edition (Bilingual),1
79880,1,Parker Brothers English edition with speed die & faster play rules,1
61069,1,Capitaly,1
131688,1,Classic Line edition,1
368319,1,Hasbro Canadian edition,1
241815,1,Les Aventuriers du Rail: 10e anniversaire,5
241815,2,Menolippu: 10th Anniversary,1
241815,3,Wsiąść do Pociągu: 10th Anniversary,1
241815,4,¡Aventureros al tren! 10º Aniversario,1
241815,5,チケット・トゥ・ライド・アメリカ 10th Anniversary,1
524768,1,Definitive edition,1
333830,1,L'année du Dragon (Edition 10ème anniversaire),1
237670,1,English/German kickstarter edition,1
374322,1,Farewell edition,1
499367,1,5th Anniversary edition,1
210286,1,jeu de base + extension,1
309419,1,English Brazilian Art edition,1
451081,1,The Game,5
394115,1,Wibbell++ deluxe,1
230870,1,Complete Carcassonne Collection,1
266355,1,First edition,1
350384,1,Nine Men's Morris and Pachisi,1
228885,1,They're off!,1
108420,1,First edition,1
108420,2,German edition,1
159976,1,Quatre contre quatre,1
46624,1,Abacus white box edition,1
235775,1,Boxed edition,1
161441,1,Ziplock edition,1
124595,1,Das Trojanische Spiel,5
103516,1,''Zwiebeltürme'' edition,1
91383,1,High Flying Dice (second) edition,1
247624,1,First English Edition,1
115266,1,First edition,1
46623,1,Abacus white box edition,1
476672,1,The (Expletive) Game!,5
476672,2,The Riot Game!,5
95777,1,First Edition 1999,1
370365,1,Historical Documents edition,1
370366,1,Remastered edition,1
128397,1,Topphemligt,1
108347,1,Sum-It Card Game Ltd blue edition,1
367139,1,Green edition,1
367140,1,Diorama edition,1
381661,1,42nd Anniversary edition,1
28640,1,Boer War,1
28640,2,Boer War: The Struggle for South Africa – 1899-1902,1
93143,1,Milton Bradley edition 1975,1
505843,1,Revised edition,1
112333,1,Inaugural Edition,1
177165,1,Bridge a Deux de Charles Goren,1
425894,1,Hexagames cardboard edition,1
157345,1,Canadian Bilingual edition,1
116973,1,Selecta Dutch/French edition,1
107246,1,First edition,1
172342,1,Vietnam Battles: Hue & Khe Sanh,1
113073,1,Birdfeed Frenzy,1
113073,2,De vogelbende,4
39479,1,First edition,1
145049,1,First edition,1
116364,1,Milton Bradley edition 1985,1
301733,1,Jeu De Cache-Cache et D'Hurlements,1
184804,1,French edition,1
366262,1,First edition,1
493627,1,"Flying Buffalo edition, third printing",1
109521,1,"Flying Buffalo edition, third printing",1
323530,1,Cuadernos de Modelismo,1
123387,1,Panzerschreck magazine edition,1
487317,1,Minden Classics Vol.1,1
40998,1,英仏百年戦争,1
339042,1,The Sundial: English Edition 1958,5
121770,1,Special edition,1
424160,1,Japan Wargame Classics edition,1
62968,1,Task Force,1
62969,1,Task Force,1
62970,1,Task Force,1
108574,1,UK edition,1
180760,1,Australian edition,1
323492,1,Oldenburger-Münsterland-Radtourspiel,1
367713,1,Advanced Rules edition,1
443186,1,Softcover edition,1
370047,1,59 cents edition,1
110595,1,49 cents edition,1
178493,1,Hasbro edition,1
110492,1,F.X. Schmid edition,1
265944,1,First edition,1
141769,1,Berliner edition,1
147900,1,54th version,1
486975,1,Rescue from the Hole,1
486975,2,Version 37-47-57,1
535454,1,Revised edition,1
41093,1,MOCKBA: La bataille de Moscou 1941,1
28647,1,Pershing's Chase of Pancho Villa,1
75385,1,Veselý statok,1
109705,1,First edition,1
321279,1,Leikkikenttä,1
106432,1,Revised edition,1
105478,1,La gazze ladre,4
105478,2,La pie voleuse,4
105478,3,De tjuvaktiga skatorna,4
174316,1,Skatteøen,1
174316,2,Skatteøya,1
210641,1,First edition,1
462430,1,The Game of Cyclists,5
442478,1,Australian edition,1
399133,1,4 contra 4,1
115406,1,Electra Woman and Dyna Girl Game,1
229640,1,Estrategia en railes,1
229640,2,Strategi på skinner,1
229640,3,Strategiaa kiskoilla,1
229640,4,La stratégie ferroviaire,4
229640,5,Strategie op rails!,1
229640,6,Strategy on rails,1
265726,1,First edition,1
23390,1,First Print and Play Edition,1
159053,1,Jeu De Chache-Cache,1
159053,2,Verstoppertje,1
188859,1,First edition,1
448506,1,50th Anniversary edition,1
468013,1,Yorkie Special Edition,1
239919,1,English first edition,1
252661,1,Magazine edition,1
434140,1,16th Anniversary Re-issue edition,1
110963,1,International Playthings Edition 2004,1
438382,1,Version 1.0,1
438376,1,Version 2.0,1
110832,1,2.0 edition,1
356607,1,Timmy tidies up,1
74222,1,Häuslein Bäumlein und Tierlein,1
74222,2,Maisonnette,1
237979,1,Sultanens skatt,1
106469,1,First edition,1
244905,1,French Green suitcase edition,1
160298,1,First Publication,1
142507,1,First edition,1
40976,1,秀吉頂上決戦,1
212654,1,Jeu de dauphins,1
212654,2,Juego del delfin,1
184987,1,First edition,1
177494,1,First edition,1
39456,1,Solomons Campaign (second edition),1
407691,1,Gold edition,1
237821,1,Multilingual edition (Finnish packaging),1
380940,1,UNO: University of Texas,1
163367,1,Gorlice-Tarnow: The Eastern Front in the First World War,1
492583,1,Mini edition,1
158924,1,Deux d'un coup,1
158924,2,Due per volta,1
407514,1,Second edition,1
268560,1,Innovakids Dutch/French edition,1
145803,1,Does this up-aggregate?,1
145803,2,Merge Source,1
145803,3,New Nickname 2 beta,1
145803,4,Test version with Release type,1
145803,5,Yet another with pre-order data,1
205612,1,Version merge test,1
40967,1,文禄朝鮮の役,1
48143,1,Beavers,1
48143,2,Bobiren,1
48143,3,Бобры,1
179886,1,Mic Mac,1
30807,1,Witch!,1
216588,1,Noris yellow square edition,1
74935,1,Travel edition,1
189337,1,Loppan,1
189337,2,Ormen Långe,1
187314,1,First edition,1
140955,1,Multilingual first edition,1
77373,1,First edition,1
21025,1,Klatwa Faraona,1
175250,1,Pique le miel,1
175250,2,Vieni a rubare il miele,1
21809,1,Second edition,1
23556,1,RainbowLand edition,1
27327,1,Prototype,1
40793,1,First edition,1
59186,1,The Game of Knowledge,5
59186,2,Paixnidi Twn Gnwsewn,1
70853,1,真田軍記,1
147445,1,Nathan Edition 1976,1
252411,1,Reindeer Races,1
90640,1,賤ヶ岳戦役,1
97385,1,German edition,1
155274,1,Eylau,1
99217,1,First edition,1
341488,1,Manic Monkeys,1
417595,1,Europese Wiskunde Kangoeroe edition,1
197529,1,First edition,1
123168,1,German edition,1
123191,1,Dutch edition,1
125037,1,First edition,1
125615,1,published edition,1
126614,1,源平合戦─寿永の乱─,1
128295,1,Party Games Publishers Orange Easy Chair Edition,1
230818,1,Fourth edition,1
204308,1,Dutch second edition,1
419137,1,Accessible edition,1
137885,1,First edition,1
137886,1,First edition,1
138108,1,English edition,1
494399,1,Signature edition,1
142227,1,First edition,1
192846,1,Second edition,1
150936,1,Greek Salad,1
156526,1,Het Boerderijspel van Muis,5
156526,2,Mausi's Bauernhofspiel,1
156526,3,Mimi à la ferme,1
357264,1,Obake Yashiki Game,1
172024,1,Wiesbadener Rundreise-spiel,1
174475,1,Massacre Game,1
174475,2,Poppenslachting,1
183700,1,PDF edition,1
185374,1,Ruba le bacche con Beccoverde,1
185374,2,Stealing Berries with Horngreen,1
185374,3,Voler des baies avec Bec'vert,1
187594,1,Hasbro/Winning Moves Australian edition,1
248031,1,Klee edition,1
191975,1,First edition,1
191976,1,Chinese Checkers and Telka,1
192933,1,Playmobil: Soccer Match,1
198173,1,Bonte bloementuin,1
199563,1,Parker Brothers yellow label edition,1
202052,1,English/Greek first edition,1
202802,1,German edition,1
203037,1,English/German edition,1
322976,1,Slippery Slopes,1
212302,1,王宮の歩き方,1
433831,1,Pocket edition,1
580223,1,English/Polish edition,1
225893,1,三河物語 ～参州一向争乱記～,1
226146,1,Au paays des créatures fantastiques,1
226146,2,Bewitched Creatures,1
226146,3,Creature incantate,1
226146,4,El hechizo de las criaturas magicas,4
226146,5,Tovenaar Fidibus,1
227385,1,Chinese big box edition,1
227386,1,密室惊魂,1
227787,1,Japanese postcard edition,1
229240,1,Metsik mõistatus,1
229240,2,Vild gissning,1
229240,3,Villi arvaus,1
230333,1,Deviner L'animal?,1
230333,2,Indivina L'animale,1
233255,1,Visegrad: The Coming War in Eastern Europe,1
235374,1,"Strike North Japan vs. the Soviet Union, 1941",1
238446,1,Le Jeu de La Fange,4
373270,1,Deluxe edition,1
240673,1,First Edition,1
403621,1,サルガッソーからの脱出,1
244693,1,Free Edition,1
246590,1,Поморы,1
246594,1,Men of Honor,1
463143,1,PDF edition,1
464045,1,Gen2 edition,1
249372,1,German edition,1
250207,1,太平洋戦史 Deluxe Edition,1
250707,1,Portuguese edition,1
253306,1,Game Crafter green-yellow two players edition,1
253306,2,Game Crafter red-blue two players edition,1
255739,1,AZUL,1
256751,1,Drive on Baghdad: 2003,1
257667,1,Red Dragon Falling: Civil War in China,1
258150,1,First edition,1
282421,1,French first edition,1
260293,1,English edition,1
260412,1,绝境神鹰,1
261105,1,New Dawn,1
263349,1,Dragon Rally,1
263653,1,First edition,1
269591,1,New World Order Battles: Hyperwar in the 21st Century,1
309687,1,High Flying Dice Games edition,1
271352,1,First edition,1
280599,1,French first edition,1
397081,1,Tantrum Magazine Edition,1
325321,1,Kickstarter First edition,1
279866,1,10th anniversary edition,1
283418,1,French first edition,1
283626,1,La caldera caótica,4
283626,2,Caos nel calderone,1
283626,3,Ketelchaos,1
283626,4,Potions' Délire,1
285285,1,English first edition,1
301351,1,First edition,1
285634,1,Ciudad ecológica,1
285634,2,Eco-stad,1
285634,3,First edition,1
285634,4,Öko-Stadt,1
286321,1,桶狭間合戦,1
290695,1,Morrisons promotional edition,1
292638,1,German edition,1
419797,1,DDR-Spiel,1
366067,1,Erasmus Medical Center edition,1
294790,1,北緯73度,1
303531,1,カレンと海賊の島,1
303645,1,First edition,1
307424,1,The American Revolution in the South,5
309175,1,Игрокарты,1
312508,1,父辈的铁拳：抗美援朝战争,1
324652,1,English/French/German/Japanese edition,1
408210,1,ミツバチマッチ!,1
466948,1,"Torpedo Raiders, Advanced Edition",1
332267,1,First Polish edition,1
337626,1,Jeu de Partie de Bonne Fete,1
338262,1,English edition,1
341475,1,Peggy Porcupine,1
341480,1,The Cat's Meow,5
341486,1,Good Night Monster,1
464778,1,Asymmetry version 2.0,1
343971,1,"1, 2, 3: heksenmie!",1
343971,2,"1, 2, 3: indizio, vieni a me!",1
343971,3,First edition,1
343971,4,Petits sorciers,1
343971,5,"¡1, 2, 3, hazlo aparecer!",1
344589,1,Tele-Foot,1
347992,1,English edition,1
350371,1,アニマニア,1
350419,1,Polish edition,1
350419,2,Simply Clever Cards Arytmetyka,1
351473,1,台湾で最も美しい風景 トランスボックス,1
414257,1,Mini edition,1
352116,1,天国王朝：第二三次十字军东征,1
352117,1,帝国的黄昏：柏林战役1945,1
352118,1,决战天王寺,1
353877,1,Japanese edition,1
441166,1,Advanced Edition,1
525267,1,English edition,1
362569,1,Second edition,1
366924,1,ウィングスピリッツ,1
366927,1,Сокровища семи морей,1
369665,1,English edition,1
369764,1,シン・関ヶ原,1
369898,1,"Il mondo dei sensi: udito, vista, gusto, olfatto e tatto",4
369898,2,"El mundo de los sentidos: Vista, olfato, oído, gusto, tacto",4
369898,3,"Planète des sens: Voir, goûter, sentir, écouter, toucher",1
369898,4,"Sensory World: hearing, seeing, tasting, smelling, feeling",1
369898,5,"Wereld van de Zintuigen: Horen, zien, proeven, ruiken, voelen",1
370451,1,First edition,1
370660,1,選舉工程,1
370937,1,北海道開拓使,1
371254,1,Noruega 1940,1
372438,1,Cachettes Partie,1
372438,2,El escondite,4
372438,3,Felix de Vos,1
372438,4,Findefuchs,1
372438,5,Fiutavolpe,1
373016,1,Bump,1
373228,1,Animales en acción: Active Kids,1
373228,2,Animali snodati: Active Kids,1
373228,3,Bewegende dieren: Active Kids,1
373228,4,First edition,1
373228,5,Mim' Animo: Active Kids,1
373478,1,First edition,1
373483,1,¡Vamos X los tesoros!,1
438716,1,Unlimited edition,1
373917,1,ワーテルローの戦い,1
374737,1,ようこそ、ビールまつり！,1
401407,1,Revised edition 1.2,1
379209,1,ルターの宗教大改革,1
382892,1,El botín de los piratas,4
382892,2,Il bottino dei pirati,4
382892,3,Le butin des pirates,4
382892,4,Piratenbuit,1
382892,5,Pirates Share,1
383891,1,Russian edition,1
385603,1,GUFMEF,1
386017,1,Je te fais la nique,1
386026,1,Tolv fångar,1
386322,1,幕末維新始末,1
387513,1,Wojtek the Bear,1
387567,1,First Edition,1
387699,1,Patchwork di principesse,1
387699,2,Princesa Mix-Max,1
387699,3,Princess Mix-Max,1
387699,4,Princesses Pêle-mêle,1
387699,5,Prinsessen Mix-Max,1
387701,1,Tourn'vite!,1
387701,2,¡Gíralo!,1
387702,1,Bichos,1
387702,2,Buggy Numbers,1
387702,3,Caccia agli insetti,1
387702,4,Mémo-math Petites bestioles,1
387702,5,Ongedierte,1
387703,1,"Chucu chu, El Pequeño Tren",1
387703,2,"Ciuf ciuf, arriva il trenino",1
387703,3,Color Choo Choo,1
387703,4,La loco des couleurs,4
387703,5,"Tsjoeke, tsjoeke, kleine trein",1
387704,1,Attention ! Monstres gloutons !,1
387704,2,Hungry Attic Monsters,1
387704,3,Niet voeren!,1
387704,4,Non gli date da mangiare!,1
387704,5,¡Atención! Monstruos glotones,1
387704,6,贪吃的怪兽,1
387709,1,Rally truck,1
387709,2,Rally Trucks,1
387709,3,Rallye Trucks,1
387709,4,Rallytrucks,1
387711,1,Mes premiers jeux: Petit ver luisant,1
387711,2,I miei primi giochi: Gli animaletti delle foglie,3
387711,3,Mijn eerste spellen: Dobbelwormpje,1
387711,4,Mis primeros juegos: La Luciérnaga,1
387711,5,My Very First Games: Little Creepers,1
387712,1,Mes premiers jeux: Théo le pompier,1
387712,2,I miei primi giochi: Vigili del fuoco,3
387712,3,Mijn eerste spellen: De brandweer,1
387712,4,Mis primeros juegos: Los bomberos,1
387712,5,My Very First Games: Fire! Fire!,1
387713,1,La Aventura de las Tablas,4
387713,2,Avonturier 1x1,1
387713,3,Avventura 1x1,1
387713,4,L'aventure 1x1,1
387713,5,Multiplied Fortunes,1
388125,1,First edition,1
388853,1,English edition,1
389920,1,動物棋,1
391322,1,English/Japanese edition,1
394032,1,First edition,1
395827,1,中国棋,1
397085,1,First edition,1
397086,1,Kakusareta heya,1
397352,1,田原坂の戦い,1
397624,1,Strašne žene,1
499404,1,Pocket edition,1
399232,1,坦克大戰,1
399234,1,星球大戰,1
404098,1,我滿懷業障的有病桌遊,1
406488,1,The Goldmine Never Sleeps,5
404812,1,The Goldmine Never Sleeps,5
406638,1,English edition,1
407027,1,“海運級”太平洋戦争,1
407030,1,太平洋の土下座,1
407036,1,満佐須計,1
407039,1,東大紛争 1968－1969,1
407264,1,牛仔很茫,1
407665,1,پی شوم,1
408375,1,国防軍の夜-1935-,1
408376,1,国防軍の夜２ 東洋の覇者-1937-,1
408379,1,慶長出羽合戦,1
408432,1,Who Dares Wins,1
409314,1,陪鵝歷險記,1
409847,1,La Guerra de los Mundos: Invasión,4
410140,1,Animali mix rally,1
410140,2,Mix-Max Rally,1
410140,3,Mix-max-rally,1
410140,4,Rally de Animales Mix Max,1
410140,5,Rallye Mix-Max,1
471172,1,Game Night Edition,1
411854,1,Giocadomino: Le Regioni d'Italia,1
412354,1,帝国反击：匈牙利战役1945,1
412355,1,熊哮利爪,1
412356,1,铁血江桥,1
413418,1,Licence to Die,1
416824,1,龙与十字,1
416828,1,兵临城下：莫斯科会战1941,1
418083,1,First Spanish Edition,1
421230,1,Unicorn Glitterluck: Quartets,1
420056,1,Unicorn Glitterluck: Quartets,1
421229,1,Unicorn Glitterluck: Quartets,1
421229,2,Unicornio Destello: Familias de amigos,1
421294,1,Schrodinger's Banquet,1
421999,1,Den hemmelige have,5
423111,1,Tairyou Zetsumetsu,1
423602,1,今晚打喪屍,1
423924,1,Галактико,1
424929,1,ver. 0.3.12,1
425308,1,Бобот,1
428880,1,Japanese first edition,1
434446,1,English editon,1
481375,1,Holiday edition,1
465490,1,First edition,1
434833,1,五年五百億,1
435051,1,French edition,1
582325,1,English edition,1
497973,1,Second edition,1
438651,1,東大安田講堂強襲,1
439882,1,Hugo's Hodgepodge,1
440045,1,German edition,1
441097,1,十三行,1
441103,1,燃烧的大陆 枭雄篇,1
443090,1,קומבינה בכנסת,1
445874,1,شب مافیا,1
446694,1,اسم کارتیل,1
447358,1,Spanish edition,1
447525,1,動物朋友,1
447906,1,First edition,1
448732,1,English edition,1
449796,1,Đồng Hành,1
452100,1,Rise and Fall of the Third Reich,1
452613,1,Ψυχολόγος,1
455393,1,Sìjì zhé zhé (Four Seasons),1
455395,1,ゴリアテ,1
456661,1,다빈치 캐슬,1
456857,1,First edition,1
457371,1,Rendezvous,1
457528,1,First edition,1
463562,1,English edition,1
463595,1,English edition,1
464022,1,Fujisan chika 99 kai,1
464276,1,캐치 크라임,1
464432,1,Datjjakgeoli,1
464432,2,Jjagebatgi,1
464432,3,Korean Jacks,1
464432,4,Salgu,1
464432,5,공기,1
517119,1,Dragon-chasseur,1
517119,2,Lohikäärme ja ritarit,1
466419,1,Dutch/English/French/German edition,1
467026,1,Perds pas ta paire,1
467811,1,دیوان,1
467923,1,Spanish edition,1
468772,1,じっくりミレー,1
472160,1,秦棋攻略,1
475924,1,軍師軍略,1
475927,1,Амбиции Космоса,1
475937,1,Лемминги,1
478050,1,Kickstarter edition,1
480123,1,怒涛の天下統一,1
481374,1,English edition,1
484877,1,First edition,1
484890,1,Version 1.00,1
485420,1,鏡の迷宮のドラゴン,1
486757,1,First edition,1
487132,1,アリサキダンスそしてバレエ,1
488054,1,クヴィーク！,1
488561,1,永恒之轮,1
488745,1,阵面对决,1
548910,1,Charlie Brown Christmas edition,1
492747,1,Yamanote Line SPEED,1
492753,1,Keihin-Tohoku Line SPEED,1
493647,1,Koenig Krieg Version 4,1
496663,1,泰山,1
497671,1,口袋战线: 苏德装甲部队的对决,1
501675,1,150th Civil War Anniversary edition,1
502008,1,English/French edition,1
503229,1,union of nations,1
504489,1,First edition,1
509789,1,Print and Play edition,1
509827,1,現代海戦三国志,1
517034,1,Sunset in Okinawa,1
520790,1,アマビエ,1
530499,1,Delete,1
532213,1,Spanish edition,1
535380,1,PDF edition,1
537365,1,Base Pack,1
556312,1,Standard Edition,1
583106,1,Expanded Edition,1
559671,1,World Edition,1
557424,1,Green Edition,1
559183,1,Red Edition,1
569406,1,Expanded Grand Tome Collection,1
569404,1,Special Edition,1
571475,1,Starter Edition,1
580736,1,Multilingual edition,1
583369,1,English/French/German edition,1
584746,1,English version,1
89386,1,Pandemia: På katastrofens rand,1
596703,1,German second edition,1
244052,1,Terra Mystica: Feu & Glace,1
115605,1,English edition,1
173151,1,Dutch edition 2012,1
29763,1,Greek edition,1
433641,1,Hungarian/Russian edition,1
398487,1,English retail edition,1
403774,1,English Kickstarter edition,1
129381,1,"Ritter, Räuber, Ränkeschmiede.",1
216327,1,Seasons: Das verwunschene Königreich,1
476163,1,English fifth anniversary edition,1
330715,1,Carcassonne: Expansion 3. – The Princess & the Dragon,1
363211,1,English limited edition,1
366712,1,¡Aventureros al Tren! Francia,2
366712,2,Les Aventuriers du Rail: France,5
366712,3,Zug um Zug: Frankreich,1
256588,1,Multilingual NL/EN/SP first edition,1
368147,1,犯罪現場︰隱蔽同盟,1
331391,1,佈局,1
394543,1,Wettlauf nach El Dorado: Helden & Dämonen,1
24965,1,English edition,1
174901,1,Prospěch vezírů,1
130445,1,"English first edition, 1st Printing",1
27197,1,Greek edition,1
499368,1,5th Anniversary Edition,1
365522,1,Dice Tower Indiegogo edition,1
333835,1,Die Burgen von Burgund: Handelsrouten (8.Erweiterung),5
25647,1,German first edition,1
342751,1,English/French edition,1
366983,1,Kickstarter deluxe edition,1
26875,1,Anführer der Smallworld,1
26875,2,Les Chefs de Smallworld,5
26875,3,Lideres de Smallworld,1
366857,1,English edition: Gen Con 2017,1
485357,1,English edition,1
323082,1,First edition,1
158888,1,First edition,1
23809,1,Epsilon Series Edition,1
163386,1,Metal Box edition,1
234544,1,Kickstarter Exclusive,1
416460,1,Spielbox edition,1
444536,1,Welcome To...: Ice Cream Truck & Outbreak Thematic Neighborhoods / Camion de Glace & Invasion Zombies,1
266409,1,Fief: France 1429 – Spielerweiterungen,1
266409,2,Italian First edition,1
266409,3,Spanish/Italian/German edition,1
339671,1,The Festival II / The Festival 15,5
367237,1,Die Burgen von Burgund: Das Team-Spiel (9. Erweiterung),5
277249,1,Osadnicy: Narodziny Imperium – Żetony Eksploracji,1
367232,1,Rajas of the Ganes: Das Mango-Dorf,1
362940,1,First edition,1
266839,1,First edition,1
377538,1,English 3.0 edition,1
377538,2,Polish 3.0 edition,1
427902,1,English/German edition,1
513954,1,Nemesis: Pokłosie i Koszmary i Medyk,1
513955,1,Nemesis: Pokłosie i Koszmary i Medyk,1
398027,1,Altiplano: Sunny Days,1
217876,1,Carcassonne Winter Edition: Honningkagemanden,1
217876,2,Carcassonne Winter Edition: Pepperkakemannen,1
507896,1,The Wizard Kings Treasure Chest,5
265015,1,English first edition,1
222015,1,Airlines Europe: Neue Bonusverbindungen,1
282123,1,English edition,1
218118,1,English first edition,1
218118,2,First Kickstarter edition,1
187147,1,Cthulhu Fluxx: Horrifying Sculpture Promo Card,1
445269,1,English/German edition,1
312610,1,Die Salsette Insel,5
247328,1,English first edition,1
442115,1,Monolith Arena: Akademicy,1
125981,1,Rattus Bonus 2,1
300625,1,Die Burgen von Burgund: German Board Game Championship Board 2016 (7.Erweiterung),5
364905,1,French/German edition,1
236134,1,First edition,1
236134,2,First Kickstarter edition,1
264017,1,French edition,1
266415,1,Italian First edition,1
266415,2,Spanish First edition,1
320819,1,English first edition,1
202709,1,Rio Grande Games Expansion Pack #2 edition,1
375686,1,English/German edition,1
427753,1,Die Quacksalber von Quedlinburg: Wolfgangs Wechselstube,5
510769,1,Neuroshima Hex! 3.0: Troglodyci,1
360282,1,English edition,1
288351,1,Camel Up: Das Schiedsrichterkamel,1
288504,1,Escape: Der Fluch des Tempels – Queenie 10: Totemkammer,1
288504,2,Escape: La Malediction du Temple – Queenie 10: Salle du Totem,1
238464,1,Kickstarter edition,1
319981,1,English GenCon edition,1
369699,1,English Fellowship edition,1
349393,1,English  Print-on-Demand edition,1
253914,1,First edition,1
487885,1,English edition,1
333117,1,English/French edition,1
282863,1,English Gen Con edition,1
301482,1,English POD edition,1
333127,1,English/French edition,1
332720,1,Robinson Crusoe: Mini-Erweiterung Käfig,1
333116,1,English/French edition,1
186860,1,Alcatraz: Il Capro Espiatorio - Massima Sicurezza,1
352688,1,Last Night On Earth: Hero Pack Two,1
294362,1,Doomtown: Reloaded – Foul Play,1
333120,1,English/French edition,1
456440,1,Laminate edition,1
367209,1,Gentes: Neue Städte,1
333131,1,English/French edition,1
420006,1,Tybor der Baumeister: Im Auftrag des Königs,1
295319,1,Essen edition,1
368738,1,Brettspiel Adventskalender edition,1
333129,1,English/French edition,1
388342,1,PAX Prime edition,1
512604,1,Monolith Arena: Golemy,1
333126,1,English/French edition,1
373754,1,German first edition,1
390275,1,Armoured Troll edition,1
513617,1,Hadara: Neue Nationen,1
422916,1,English/German edition,1
350528,1,TMNT Shadows of the Past: April O`Neil Hero Pack Expansion,1
350528,2,TMNT: Hero Pack – April O'Neil,1
333130,1,English/French edition,1
503859,1,Web published edition,1
157760,1,The Templars Castle,5
465854,1,Dutch/English/German edition,1
465854,2,Luiaard: Promo Set – Kameleon,1
371294,1,UK English edition,1
454989,1,Rajas of the Ganges: Segnungen von Kedarnath,1
112335,1,English first edition (tan with brown ink),1
331848,1,English/French edition,1
40413,1,The Medieval Fortified Town,5
362299,1,First Edition,1
333128,1,English/French edition,1
342555,1,First edition,1
358102,1,Escape: La Malediction du Temple – Queenie 12: Salle Coulissante,1
358102,2,Escape: The Curse of the Temple – Queenie 12: Deslizante,1
358102,3,Escape: The Curse of the Temple – Queenie 12: Glijbaan,1
358102,4,Multilingual edition,1
248069,1,English edition,1
476171,1,First edition,1
478892,1,Puerto Rico: Freibeuter,1
508210,1,Welcome To...: CoinCoin,1
483618,1,First edition,1
236206,1,Sankt Petersburg (zweite edition): Notlager-Minierweiterung,1
365601,1,Escape: La Malediction du Temple – Queenie 14: Puits aux Souhaits,1
365601,2,Escape: The Curse of the Temple – Queenie 14: Pozo de los Deseos,1
365601,3,Escape: The Curse of the Temple – Queenie 14: Wensput,1
365601,4,Multilingual edition,1
367193,1,Das Fundament der Ewigkeit: Neue Vorteilplättchen,5
372524,1,GenCon Alternate Sculpt edition,1
373598,1,First edition,1
291513,1,Escape: Der Fluch des Tempels – Queenie 11: Die Verfluchten Steine,1
291513,2,Escape: La Malediction du Temple – Queenie 11: Les Joyaux Maudits,1
330099,1,English/German edition,1
330098,1,Harbour: Eiskalter Wikinger,1
332718,1,Böhmische Dörfer Sonderaktionsplättchen,1
367196,1,American edition,1
370348,1,Euro-edition,1
370348,2,Language-neutral edition,1
368648,1,Screenprinted Special Tin Edition,1
169140,1,First edition,1
544448,1,Revised 2nd edition,1
424479,1,Version 1.1,1
173837,1,Second edition,1
362923,1,Third 'Nova' edition,1
125486,1,First edition,1
129905,1,Osprey edition,1
195051,1,English First Edition,1
226762,1,딕싯 확장: 상속자들 프로모 카드,1
249734,1,First edition,1
251861,1,First edition,1
252222,1,First edition,1
396767,1,1.1 edition,1
270862,1,California: Neue Bonuskarten,1
282463,1,Primed first edition,1
297768,1,First edition,1
320866,1,First edition,1
321759,1,German edition 2015,1
322032,1,English/German edition,1
323220,1,French first edition,1
325803,1,Trône de Fief (fan expansion for Fief 1429),1
327482,1,Jolly & Roger: Kanonenkugel,1
332822,1,Tallinn: Die Helfer,1
335407,1,Russian edition,1
387951,1,Game Trade magazine edition,1
344179,1,English Liliana Vess Deck A,1
344180,1,English Liliana Vess Deck B,1
344177,1,English Jace Beleren Deck A,1
344178,1,English Jace Beleren Deck B,1
344183,1,English Garruk Wildspeaker Deck A,1
344184,1,English Garruk Wildspeaker Deck B,1
344181,1,English Chandra Nalaar Deck A,1
344182,1,English Chandra Nalaar Deck B,1
344175,1,English Ajani Goldmane Deck A,1
344176,1,English Ajani Goldmane Deck B,1
387950,1,Game Trade magazine edition,1
359196,1,Railway Rivals Map AG: Argentina,1
362890,1,"Warhammer 40,000: Heroes of Black Reach – Ork Freebooterz",1
362890,2,"Warhammer 40,000: Heroes of Black Reach – Ultramarines Vanguard Veteran Squad",1
367233,1,Riga: Die Großmeister,1
374564,1,Arler Erde: Reisezielplättchen – Essen,1
389337,1,First edition,1
375518,1,Zooloretto: Kaninchen,1
377597,1,Эволюция: Последний рубеж,1
377598,1,Эволюция: Когти,1
534564,1,English 4th edition,1
534566,1,English 4th edition,1
534568,1,English 4th Edition,1
390693,1,English theme deck: Army of Justice,1
390697,1,English theme deck: Custom Creatures,1
390694,1,English theme deck: Dead Again,1
390695,1,English theme deck: Lofty Heights,1
390696,1,English theme deck: World Aflame,1
391111,1,English edition,1
405161,1,English/German edition,1
405678,1,Virus!: San Valentín,1
405679,1,Virus! Fin de Año,1
415976,1,夢：第十三章 毛毛蟲特典,1
416353,1,Menara: Die goldenen Säulen von Menara,1
426366,1,Містеріум: Полонений часу,1
426689,1,First edition,1
428090,1,Santo Domingo: Silberflotte,1
428119,1,First edition,1
429051,1,English edition,1
429925,1,Время Валеры: Возвращение Валеры,1
430841,1,First edition,1
436146,1,Moorgeister: Neue Aufgaben,1
